pid,similar_pids
100036,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100042,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100044,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100051,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100076,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100086,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100095,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100102,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100106,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100109,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100114,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
100115,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100116,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100118,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100139,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100146,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100184,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100205,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100213,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
100214,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100241,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100264,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100267,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100269,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100322,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100324,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100328,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100331,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100343,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100349,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100350,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100374,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100380,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100386,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100393,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100398,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100404,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100409,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100415,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
100421,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100422,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100441,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100444,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100446,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100451,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100453,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100465,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100475,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
100478,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100480,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
100503,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100523,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100533,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100547,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100557,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100563,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100569,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100589,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100596,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100632,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100636,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100638,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
100645,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
100650,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100656,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
100677,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100678,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100706,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100713,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
100720,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100725,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100733,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
100736,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
100756,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
100774,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100780,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
100781,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
100783,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100786,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100788,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100789,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100794,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100795,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
100822,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100828,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100849,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100864,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100873,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100875,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
100877,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
100891,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100893,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
100903,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100912,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
100959,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
100967,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
100973,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
100974,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
100979,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101007,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101024,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101033,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
101034,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101038,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101048,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101076,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101077,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101102,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101109,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101111,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101117,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
101180,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
101185,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
101189,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101190,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
101196,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101198,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101237,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
101246,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101257,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101273,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101281,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101302,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101319,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101346,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101352,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101361,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101362,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101384,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101387,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101397,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101407,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101409,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101419,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101420,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101426,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101443,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101450,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101476,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101482,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101493,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101497,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101502,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
101517,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
101529,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101545,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101558,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101571,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101583,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101586,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101606,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101615,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101617,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101636,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101648,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101653,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
101655,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101666,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101706,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101710,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101728,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101734,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
101755,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101756,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101763,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101764,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
101776,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101793,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101798,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101814,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
101817,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101818,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101831,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
101853,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101863,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
101868,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101871,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101873,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101878,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101889,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101890,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101891,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
101947,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101954,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
101961,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101963,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
101977,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
101982,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
101991,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102013,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102014,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102019,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102025,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102058,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102060,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
102062,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102072,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102076,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102077,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102085,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102102,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102104,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
102111,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102120,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102130,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102131,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102134,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102138,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102181,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102183,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
102196,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102216,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102271,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102273,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102342,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102345,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102346,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102361,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102368,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102370,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102387,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
102388,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102396,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102403,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102409,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102411,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102450,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102466,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102474,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102481,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102487,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102493,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102502,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
102506,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102510,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102512,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102516,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
102521,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102537,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102541,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
102543,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102552,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102560,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102590,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102619,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102643,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102648,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102669,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102685,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102688,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
102707,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102709,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102718,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102721,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102722,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
102724,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
102744,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102750,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102751,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102761,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
102762,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102764,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
102777,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
102842,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
102853,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102864,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
102868,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102874,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102899,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102912,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
102915,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
102950,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
102958,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
102962,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
